collection,link
"La puce, from Histoire naturelle, 1936, published 1942, Pablo Picasso",https://www.artic.edu/artworks/80086/la-puce-from-histoire-naturelle
"The Prodigal Son in Misery, n.d., Amos Doolittle",https://www.artic.edu/artworks/15069/the-prodigal-son-in-misery
"Portrait of Charles Lawrence Hutchinson, c. 1902, Julius Gari Melchers",https://www.artic.edu/artworks/39690/portrait-of-charles-lawrence-hutchinson
"The Reappearance of the Tritons of the Sea, plate 412 from Actualités, 1857, Honoré-Victorin Daumier",https://www.artic.edu/artworks/3406/the-reappearance-of-the-tritons-of-the-sea-plate-412-from-actualites
"The Actor Ichimura Kamezo I as Soga no Goro in the play “Hatsugoyomi Kotobuki Soga,” performed at the Ichimura Theater in the first month, 1745 (?), c. 1745, Torii Kiyonobu II",https://www.artic.edu/artworks/19253/the-actor-ichimura-kamezo-i-as-soga-no-goro-in-the-play-hatsugoyomi-kotobuki-soga-performed-at-the-ichimura-theater-in-the-first-month-1745
"A Woman Descending Stairs, 1930/37, André Lhote",https://www.artic.edu/artworks/198342/a-woman-descending-stairs
"The Saint of the Inner Light, 1921, Paul Klee",https://www.artic.edu/artworks/44360/the-saint-of-the-inner-light
"Domestic Abstraction, 1987, Tony Tasset",https://www.artic.edu/artworks/111640/domestic-abstraction
"Claude Renoir, Head Lowered, c. 1904, published 1919, Pierre-Auguste Renoir",https://www.artic.edu/artworks/74915/claude-renoir-head-lowered
"John Carradine, 1936, Johan Hagemeyer",https://www.artic.edu/artworks/15351/john-carradine
"Ellen Frank, 1930, László Moholy-Nagy",https://www.artic.edu/artworks/55492/ellen-frank
"Jean-Auguste-Dominique Ingres, 1865, Henri Fantin-Latour",https://www.artic.edu/artworks/55901/jean-auguste-dominique-ingres
"Corner Table, c. 1927, Josef Albers",https://www.artic.edu/artworks/64665/corner-table
"Towing a Barge in the Snow, from the album The Silver World, 1790, Kitagawa Utamaro",https://www.artic.edu/artworks/23845/towing-a-barge-in-the-snow-from-the-album-the-silver-world
"Faun and Nymphs, n.d., Raymond de Lafage",https://www.artic.edu/artworks/4282/faun-and-nymphs
"Pine Tree at Karasaki (Karasaki no matsu), from the series “Eight Views of Omi (Omi hakkei) “, 1918, Ito Shinsui",https://www.artic.edu/artworks/14151/pine-tree-at-karasaki-karasaki-no-matsu-from-the-series-eight-views-of-omi-omi-hakkei
"The Old Woodstock Inn, 1968, Ivan Albright",https://www.artic.edu/artworks/93795/the-old-woodstock-inn
"Cupid Carrying a Swan, 1500/1600",https://www.artic.edu/artworks/30413/cupid-carrying-a-swan
"Landscape, 1892, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/185850/landscape
"New York Restaurant, n.d., Richard Estes",https://www.artic.edu/artworks/102212/new-york-restaurant
"The Adoration of the Shepherds: A Night Piece, c. 1657, Rembrandt van Rijn",https://www.artic.edu/artworks/111952/the-adoration-of-the-shepherds-a-night-piece
"Eagle, 1870/1900, John Haley Bellamy",https://www.artic.edu/artworks/74432/eagle
"Side Chair, c. 1745/55",https://www.artic.edu/artworks/14973/side-chair
"Bowl with Cover and Stand, 1928, Simon Gate",https://www.artic.edu/artworks/64431/bowl-with-cover-and-stand
"Scarf, 1975, Bram van Velde",https://www.artic.edu/artworks/61859/scarf
"Bowl with Cover and Stand, 1928, Simon Gate",https://www.artic.edu/artworks/64431/bowl-with-cover-and-stand
"Eagle, 1870/1900, John Haley Bellamy",https://www.artic.edu/artworks/74432/eagle
"Four Recruits in White Dhotis, page from the Fraser Album, Company School, c. 1815/16",https://www.artic.edu/artworks/89516/four-recruits-in-white-dhotis-page-from-the-fraser-album
"Side Chair, c. 1745/55",https://www.artic.edu/artworks/14973/side-chair
"The Studio, illustration for The White Shell (Shiragai), from the series “A Matching Game with Genroku-period Poem Shells (Genroku kasen kai awase)”, 1821, Katsushika Hokusai",https://www.artic.edu/artworks/22915/the-studio-illustration-for-the-white-shell-shiragai-from-the-series-a-matching-game-with-genroku-period-poem-shells-genroku-kasen-kai-awase
"Isamu Noguchi, New York, December 20, 1983, printed 1984, Irving Penn",https://www.artic.edu/artworks/144813/isamu-noguchi-new-york
"After Photography, 2003, Marlene Dumas",https://www.artic.edu/artworks/181412/after-photography
"Wolf and Goat Fire Screen, 1917/20, Wilhelm Hunt Diederich",https://www.artic.edu/artworks/151370/wolf-and-goat-fire-screen
"A Corridor at Miyajima (Miyajima no kairo), 1949, Kawase Hasui",https://www.artic.edu/artworks/197293/a-corridor-at-miyajima-miyajima-no-kairo
"Head of a Man with Eyes Closed, n.d., Harold Tovish",https://www.artic.edu/artworks/12035/head-of-a-man-with-eyes-closed
"Portrait of a Naval Officer, 1749/58, John Wollaston",https://www.artic.edu/artworks/27160/portrait-of-a-naval-officer
"A Drive in the Country, 1897, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/63464/a-drive-in-the-country
"Arachne Showing Her Work, from Les Métamorphoses, published 1931, Pablo Picasso",https://www.artic.edu/artworks/159040/arachne-showing-her-work-from-les-metamorphoses
"Evening in Italy—the Deserted Villa, 1845, Samuel Palmer",https://www.artic.edu/artworks/181521/evening-in-italy-the-deserted-villa
"The Patio, Vizcaya, 1917, John Singer Sargent",https://www.artic.edu/artworks/145905/the-patio-vizcaya
"Birds on a Tree with Fruit and Autumn Foliage, Qing dynasty (1644–1911); late 17th century, Jiang Hong",https://www.artic.edu/artworks/105528/birds-on-a-tree-with-fruit-and-autumn-foliage
"Nude on Hammock, 1977, Philip Pearlstein",https://www.artic.edu/artworks/58219/nude-on-hammock
"Solidus (Coin) of Basil I with Christ Enthroned, AD 868–870, Byzantine",https://www.artic.edu/artworks/36654/solidus-coin-of-basil-i-with-christ-enthroned
"Female Bust (possibly Aïda), c. 1875, Pietro Calvi",https://www.artic.edu/artworks/47506/female-bust-possibly-aida
"Sketches of a Horse in Motion, c. 1955, Walter Stein",https://www.artic.edu/artworks/12203/sketches-of-a-horse-in-motion
"Lovers Playing the Same Fute (parody of Xuanzong and Yang Guifei), c. 1767, Suzuki Harunobu",https://www.artic.edu/artworks/23204/lovers-playing-the-same-fute-parody-of-xuanzong-and-yang-guifei
"The Inventors, 1958, Kurt Seligmann",https://www.artic.edu/artworks/62317/the-inventors
"An Artist Seated in the Ruins of the Colosseum, c. 1759, Hubert Robert",https://www.artic.edu/artworks/64603/an-artist-seated-in-the-ruins-of-the-colosseum
"Florilège des Amours de Ronsard, 1948, Henri Matisse",https://www.artic.edu/artworks/200458/florilege-des-amours-de-ronsard
"Double-Barreled Holster Pistol with Two Locks, c. 1610/20",https://www.artic.edu/artworks/106435/double-barreled-holster-pistol-with-two-locks
"Il Ridotto, 1752/55, Giovanni Antonio Guardi",https://www.artic.edu/artworks/113295/il-ridotto
"Requiem, 1928, José Clemente Orozco",https://www.artic.edu/artworks/49611/requiem
"“La Revue Blanche” Transformed and Solitary Souls, 1893, Édouard Jean Vuillard",https://www.artic.edu/artworks/35556/la-revue-blanche-transformed-and-solitary-souls
"True View of a Yokohama Mercantile House (Yokohama shokan shinzu), 1861, Utagawa Sadahide",https://www.artic.edu/artworks/32440/true-view-of-a-yokohama-mercantile-house-yokohama-shokan-shinzu
"Curly-Haired Youth, Tang dynasty (A.D. 618–907), first half of 8th century",https://www.artic.edu/artworks/30214/curly-haired-youth
"The Night at the Chateau, n.d., Philibert Louis Debucourt",https://www.artic.edu/artworks/14449/the-night-at-the-chateau
"Albert Einstein, 1931, Johan Hagemeyer",https://www.artic.edu/artworks/15337/albert-einstein
"One of the 18 Luohan (Arhats), Qing dynasty (1644–1911), 18th century",https://www.artic.edu/artworks/15732/one-of-the-18-luohan-arhats
"Dutch Family on Beach at Royal Batavian Yacht Club, 1949, Henri Cartier-Bresson",https://www.artic.edu/artworks/189350/dutch-family-on-beach-at-royal-batavian-yacht-club
"Étretat: The Beach and the Falaise d’Amont, 1885, Claude Monet",https://www.artic.edu/artworks/20535/etretat-the-beach-and-the-falaise-d-amont
"Melon-Shaped Ewer with Triple-Strand Handle and Floral Tendrils, Liao dynasty (907–1124), 11th century",https://www.artic.edu/artworks/12407/melon-shaped-ewer-with-triple-strand-handle-and-floral-tendrils
"Lion of the Atlas Mountains, 1829, Eugène Delacroix",https://www.artic.edu/artworks/41098/lion-of-the-atlas-mountains
"Obvious Love (Arawaruru koi), from the series “Anthology of Poems: The Love Section (Kasen koi no bu)”, c. 1793/94, Kitagawa Utamaro",https://www.artic.edu/artworks/29004/obvious-love-arawaruru-koi-from-the-series-anthology-of-poems-the-love-section-kasen-koi-no-bu
"Virgin and Child, 1390–1400, Niccolò di Pietro Gerini",https://www.artic.edu/artworks/25760/virgin-and-child
"Woman Washing Her Feet, May 6, 1944, Pablo Picasso",https://www.artic.edu/artworks/83821/woman-washing-her-feet
"Pendant Shaped as a Dog, 1575/1625 with later modifications",https://www.artic.edu/artworks/119739/pendant-shaped-as-a-dog
"Stirrup Spout Vessel with Raised Lobster Motifs, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/8957/stirrup-spout-vessel-with-raised-lobster-motifs
"Milk Jug, 1750–60, Mennecy Factory",https://www.artic.edu/artworks/8501/milk-jug
"James Galanos, Fashion Designer, New York City, August 10, 1975, Richard Avedon",https://www.artic.edu/artworks/159556/james-galanos-fashion-designer-new-york-city
"Portrait of Mrs. Bl., 1931, Paul Klee",https://www.artic.edu/artworks/149015/portrait-of-mrs-bl
"Portrait of a Lady, 1565/70, Giovanni Antonio Fasolo",https://www.artic.edu/artworks/55655/portrait-of-a-lady
"At an Atheist Dinner-Party, 1882–89, Félicien Rops",https://www.artic.edu/artworks/49355/at-an-atheist-dinner-party
"Female Nude, 1950/55, Ralph M. Hattersley",https://www.artic.edu/artworks/14563/female-nude
"Cigarette No. 50, New York, 1972, printed December 1974, Irving Penn",https://www.artic.edu/artworks/94530/cigarette-no-50-new-york
"Cigarette No. 50, New York, 1972, printed December 1974, Irving Penn",https://www.artic.edu/artworks/94530/cigarette-no-50-new-york
"Panels from a Funerary Couch (Guanchuang), Northern Wei dynasty (386–535); c. 525",https://www.artic.edu/artworks/142528/panels-from-a-funerary-couch-guanchuang
"Incense Burner, 14th century",https://www.artic.edu/artworks/9308/incense-burner
"Woman with a Dog, c. 1920, Marie Laurencin",https://www.artic.edu/artworks/78826/woman-with-a-dog
"Panel, 1401/25",https://www.artic.edu/artworks/80080/panel
"St. Sebastian, 1469/74, Martin Schongauer",https://www.artic.edu/artworks/68112/st-sebastian
"Germaine Richier, 1948, printed later, Emmy Andriesse",https://www.artic.edu/artworks/15555/germaine-richier
"Maria Sheldon Scammon, 1895, Anders Zorn",https://www.artic.edu/artworks/39652/maria-sheldon-scammon
"Abduction of Helen, after 1627, Guido Reni",https://www.artic.edu/artworks/54842/abduction-of-helen
"The Actor Segawa Tomisaburo I as the Heron Maiden (Sagi Musume), c. 1774, Katsukawa Shunsho",https://www.artic.edu/artworks/21896/the-actor-segawa-tomisaburo-i-as-the-heron-maiden-sagi-musume
"The Adoration of the Magi, from The Life of the Virgin, c. 1503, published 1511, Albrecht Dürer",https://www.artic.edu/artworks/4161/the-adoration-of-the-magi-from-the-life-of-the-virgin
"Les Monuments de Paris (The Monuments of Paris) (Furnishing Fabric), 1816/18, Hippolyte Lebas",https://www.artic.edu/artworks/13610/les-monuments-de-paris-the-monuments-of-paris-furnishing-fabric
"Seated Youth Wearing a Monk’s Habit: Study for Saint Benedict, 1590, Bartolomeo Cesi",https://www.artic.edu/artworks/6856/seated-youth-wearing-a-monk-s-habit-study-for-saint-benedict
"Mother-in-Law Teasing the Bride, from the series “A Collection of Humorous Poems (Haifu yanagidaru)”, c. 1785, Torii Kiyonaga",https://www.artic.edu/artworks/36627/mother-in-law-teasing-the-bride-from-the-series-a-collection-of-humorous-poems-haifu-yanagidaru
"Tree Peonies in Full Bloom, Qing dynasty (1644–1911), dated 1911, Longyu, Empress Dowager of China",https://www.artic.edu/artworks/25247/tree-peonies-in-full-bloom
"“Fortress” Stamp for Adinkra Textile, Late 19th/mid–20th century, Asante",https://www.artic.edu/artworks/193471/fortress-stamp-for-adinkra-textile
"Study for Anemones and Woman, Harmony in Blue, 1937, Henri Matisse",https://www.artic.edu/artworks/186308/study-for-anemones-and-woman-harmony-in-blue
"Dragon and Tiger, dated 1835, Kishi Ganku",https://www.artic.edu/artworks/236656/dragon-and-tiger
"Morion for the Bodyguard of the Elector of Saxony, c. 1580, Hans Michel",https://www.artic.edu/artworks/106366/morion-for-the-bodyguard-of-the-elector-of-saxony
"Entrance to Ageyacho, from the series “The Appearance of Yoshiwara (Yoshiwara no tei)”, c. 1681/84, Hishikawa Moronobu",https://www.artic.edu/artworks/44098/entrance-to-ageyacho-from-the-series-the-appearance-of-yoshiwara-yoshiwara-no-tei
"Bottle in Form of a Figure Carrying a Burden with a Tumpline, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/6956/bottle-in-form-of-a-figure-carrying-a-burden-with-a-tumpline
"Infantry Armor, 1510/15",https://www.artic.edu/artworks/116330/infantry-armor
"Marchand abat-jours, 1899/1900, Jean-Eugène-Auguste Atget",https://www.artic.edu/artworks/70742/marchand-abat-jours
"All “Ands” Connected with Red Lines/All “Thes” Connected with Blue Lines, 1972, Sol LeWitt",https://www.artic.edu/artworks/58581/all-ands-connected-with-red-lines-all-thes-connected-with-blue-lines
"The Lady and the Rooks, n.d., Edward Calvert",https://www.artic.edu/artworks/4700/the-lady-and-the-rooks
"Crosses on Scene of Highway Accident, U.S. 91, Idaho, 1955, Robert Frank",https://www.artic.edu/artworks/87145/crosses-on-scene-of-highway-accident-u-s-91-idaho
"Sovereign of the Clouds of Dawn (Bixia Yuanjun), Ming dynasty (1368–1644), late 14th/15th century",https://www.artic.edu/artworks/27507/sovereign-of-the-clouds-of-dawn-bixia-yuanjun
"The Rabblerouser, 1925, George Grosz",https://www.artic.edu/artworks/185098/the-rabblerouser
"Self-Portrait (for Roy Snow), 1993, Susanna Coffey",https://www.artic.edu/artworks/144355/self-portrait-for-roy-snow
"Man with Skull, 1892/98, Aubrey Vincent Beardsley",https://www.artic.edu/artworks/42600/man-with-skull
"Mademoiselle Eglantine’s Troupe, 1896, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/110647/mademoiselle-eglantine-s-troupe
"Degenerate Greek, 1925, Paul Klee",https://www.artic.edu/artworks/17578/degenerate-greek
"Georgia O’Keeffe—Neck, 1921, Alfred Stieglitz",https://www.artic.edu/artworks/66486/georgia-o-keeffe-neck
"European Banquet Scene, c. 1600, Mughal",https://www.artic.edu/artworks/76810/european-banquet-scene
"Foliate Square Dish, Liao dynasty (907–1124), late 10th century",https://www.artic.edu/artworks/12561/foliate-square-dish
"Trojan Horse, n.d., Dean Jackson Meeker",https://www.artic.edu/artworks/4567/trojan-horse
"“Sitting Beaver” Chair from “Experimental Edges” Series, 1979/82, Frank O. Gehry",https://www.artic.edu/artworks/120500/sitting-beaver-chair-from-experimental-edges-series
"The Good Soldier Schweik [Dobry voják Svejk], 1936, John Heartfield",https://www.artic.edu/artworks/199474/the-good-soldier-schweik-dobry-vojak-svejk
"Saint Anne and Saint Joachim Offering the Virgin Mary as a Child to the Eternal Father, c. 1770, Lorenzo Tiepolo",https://www.artic.edu/artworks/8709/saint-anne-and-saint-joachim-offering-the-virgin-mary-as-a-child-to-the-eternal-father
"Portrait of Walter S. Brewster, 1930, Man Ray (Emmanuel Radnitzky)",https://www.artic.edu/artworks/20772/portrait-of-walter-s-brewster
"Portrait of a Lady, 1870/79, Adolphe Joseph Thomas Monticelli",https://www.artic.edu/artworks/59779/portrait-of-a-lady
"The Raising of Lazarus, 1630/35, Follower of Rembrandt van Rijn",https://www.artic.edu/artworks/111467/the-raising-of-lazarus
"From Room “3003” - The Shelton, New York, Looking Northeast, 1927, Alfred Stieglitz",https://www.artic.edu/artworks/66317/from-room-3003-the-shelton-new-york-looking-northeast
"Bedcover (Cockscomb, Rose Tree and Pineapple Quilt), c. 1840",https://www.artic.edu/artworks/76013/bedcover-cockscomb-rose-tree-and-pineapple-quilt
"Christ Presented to the People, page 73 from the Treasury (Schatzbehalter), 1491, Michel Wolgemut",https://www.artic.edu/artworks/23409/christ-presented-to-the-people-page-73-from-the-treasury-schatzbehalter
"St. Francis of Assisi in Prayer, n.d., Unknown artist",https://www.artic.edu/artworks/3966/st-francis-of-assisi-in-prayer
"Escape in Anguish, 1963, John Hultberg",https://www.artic.edu/artworks/19041/escape-in-anguish
"“What about that…, they don’t seem to be interested in me any more,” plate 89 from Actualités, 1866, Honoré-Victorin Daumier",https://www.artic.edu/artworks/6223/what-about-that-they-don-t-seem-to-be-interested-in-me-any-more-plate-89-from-actualites
"Amulet of the Goddess Sekhmet, Third Intermediate Period (1070–664 BC), Ancient Egyptian",https://www.artic.edu/artworks/135838/amulet-of-the-goddess-sekhmet
