collection,link
"Philip III, King of Spain, n.d., Cornelis Visscher, the Elder",https://www.artic.edu/artworks/9437/philip-iii-king-of-spain
"A.I.Z. (Workers’ Illustrated Magazine), 1929–34, John Heartfield",https://www.artic.edu/artworks/199245/a-i-z-workers-illustrated-magazine
"Seaside, Port of Honfleur, c. 1860, Eugène Louis Boudin",https://www.artic.edu/artworks/187703/seaside-port-of-honfleur
"Woman in Dior Hat with Martini (Lisa Fonssagrives-Penn), New York, 1952, printed 1952/60, Irving Penn",https://www.artic.edu/artworks/144839/woman-in-dior-hat-with-martini-lisa-fonssagrives-penn-new-york
"Plum Garden at Kameido (Kameido Umeyashiki), from the series “One Hundred Famous Views of Edo (Meisho Edo hyakkei)”, 1857, Utagawa Hiroshige",https://www.artic.edu/artworks/26577/plum-garden-at-kameido-kameido-umeyashiki-from-the-series-one-hundred-famous-views-of-edo-meisho-edo-hyakkei
"The Actors Matsumoto Koshiro IV as Ukita Sakingo and Sawamura Sojuro III as the ghost of the courtesan Takao, in the play “Ominaeshi Sugata no Hatsuaki,” performed at the Nakamura Theater, 1788, 1788, Torii Kiyonaga",https://www.artic.edu/artworks/3629/the-actors-matsumoto-koshiro-iv-as-ukita-sakingo-and-sawamura-sojuro-iii-as-the-ghost-of-the-courtesan-takao-in-the-play-ominaeshi-sugata-no-hatsuaki-performed-at-the-nakamura-theater-1788
"Miracle of the Loaves and Fishes, n.d., Tintoretto",https://www.artic.edu/artworks/3142/miracle-of-the-loaves-and-fishes
"Fairy Land, 1881, Gustave Doré",https://www.artic.edu/artworks/29728/fairy-land
"Arm Guard (Bazuband) from Suit of Armor, 18th century, Islamic",https://www.artic.edu/artworks/30969/arm-guard-bazuband-from-suit-of-armor
"Man and Woman Reading at a Table, with a Sketch of Another Figure, n.d., Édouard Jean Vuillard",https://www.artic.edu/artworks/8165/man-and-woman-reading-at-a-table-with-a-sketch-of-another-figure
"The Fall of Phaeton, after 1776, Antonio Tempesta",https://www.artic.edu/artworks/49208/the-fall-of-phaeton
"Face Mask, Late 19th/early 20th century, Dan",https://www.artic.edu/artworks/22281/face-mask
"Hagar and Ishmael, 1856, Edward Sheffield Bartholomew",https://www.artic.edu/artworks/136984/hagar-and-ishmael
"Dancing Hevajra (Ardhaparyanka), Angkor period, 12th/13th century",https://www.artic.edu/artworks/148419/dancing-hevajra-ardhaparyanka
"Self-Constructed Little Machine, 1919/20, Max Ernst",https://www.artic.edu/artworks/118682/self-constructed-little-machine
"Pennell with Whistler, n.d., Wyncie King",https://www.artic.edu/artworks/14429/pennell-with-whistler
"The Autumn Moon in the Mirror (Kyodai no shugetsu), from the series “Eight Views of the Parlor (Zashiki hakkei)”, c. 1766, Suzuki Harunobu",https://www.artic.edu/artworks/88962/the-autumn-moon-in-the-mirror-kyodai-no-shugetsu-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
"Untitled #87, 1981, Cindy Sherman",https://www.artic.edu/artworks/229387/untitled-87
"The Diligence, c. 1820/23, Nicolas Toussaint Charlet",https://www.artic.edu/artworks/24681/the-diligence
"Cat, from the series “Steady Gaze” (“Gyoshi”), n.d., Saito Kiyoshi",https://www.artic.edu/artworks/12360/cat-from-the-series-steady-gaze-gyoshi
"Head of Young Boy, August 13–15, 1944, Pablo Picasso",https://www.artic.edu/artworks/158479/head-of-young-boy
"Grave Guardian Beast (Zhenmu Shou), Eastern Zhou dynasty, Warring States period (480–221 B.C.), 4th/3rd century B.C.",https://www.artic.edu/artworks/65914/grave-guardian-beast-zhenmu-shou
"The Actor Sanogawa Mangiku I as Sanada, the daughter of the spinner Itoya, with an attendant in the play “Hiragana Yomeiri Izu Nikki,” performed at the Nakamura Theater in the eleventh month, 1718, 1718, Torii Kiyonobu I",https://www.artic.edu/artworks/19244/the-actor-sanogawa-mangiku-i-as-sanada-the-daughter-of-the-spinner-itoya-with-an-attendant-in-the-play-hiragana-yomeiri-izu-nikki-performed-at-the-nakamura-theater-in-the-eleventh-month-1718
"Fragment (Border), 100 B.C./A.D. 200, Paracas Necropolis",https://www.artic.edu/artworks/9386/fragment-border
"Picaresque Group with a Monkey and a Magpie, 1720/25, Alessandro Magnasco",https://www.artic.edu/artworks/14799/picaresque-group-with-a-monkey-and-a-magpie
"Portière, 1901, George Washington Maher",https://www.artic.edu/artworks/37097/portiere
"Untitled (Satie and Ravel), March 14, 1968–early September 1969, Joseph Cornell",https://www.artic.edu/artworks/107298/untitled-satie-and-ravel
"Uxbridge: Across the Colne to Beechy Bucks, April 20, 1922, Charles Paine",https://www.artic.edu/artworks/13940/uxbridge-across-the-colne-to-beechy-bucks
"After the Ballet, n.d., Constantin Guys",https://www.artic.edu/artworks/86703/after-the-ballet
"Birchbark Pail, c. 1760, Penobscot",https://www.artic.edu/artworks/185441/birchbark-pail
"Towel, 15th century",https://www.artic.edu/artworks/56658/towel
"Entrance to the Park at Saint-Cloud, c. 1802, Jean Victor Bertin",https://www.artic.edu/artworks/61642/entrance-to-the-park-at-saint-cloud
"Anna Sten, 1932, Edward Steichen",https://www.artic.edu/artworks/97371/anna-sten
"Untitled, 1918, Paul Klee",https://www.artic.edu/artworks/149014/untitled
"Gerald Mahony House Window, 1907 (demolished 1965), Marion Mahony Griffin",https://www.artic.edu/artworks/102254/gerald-mahony-house-window
"House by a River, 1919, Edward Hopper",https://www.artic.edu/artworks/50085/house-by-a-river
"The Crucifixion, from The Small Passion, 1624/31, Jacques Callot",https://www.artic.edu/artworks/8200/the-crucifixion-from-the-small-passion
"Elements of a Half Armor for Foot Tournament at the Barriers, c. 1590",https://www.artic.edu/artworks/116293/elements-of-a-half-armor-for-foot-tournament-at-the-barriers
"Fragment, 1425/75",https://www.artic.edu/artworks/1948/fragment
"Lilies, from an untitled series of Large Flowers, c. 1833/34, Katsushika Hokusai",https://www.artic.edu/artworks/25102/lilies-from-an-untitled-series-of-large-flowers
"Female Tomb Figure, c. 1350",https://www.artic.edu/artworks/64935/female-tomb-figure
"Golden Pheasant (Kinkeicho), c. 1720/25, Okumura Masanobu",https://www.artic.edu/artworks/19812/golden-pheasant-kinkeicho
"Olivia Simes Morris, 1814, James Peale",https://www.artic.edu/artworks/40388/olivia-simes-morris
"Fish and Plants, 1908, Ikeda Keisen",https://www.artic.edu/artworks/191599/fish-and-plants
"Screaming Head, 1940, Julio González",https://www.artic.edu/artworks/6173/screaming-head
"Empress Jito (Jito Tenno) from the series “One Hundred Poems as Explained by the Wet Nurse (Hyakunin isshu uba ga etoki)”, c. 1835, Katsushika Hokusai",https://www.artic.edu/artworks/110779/empress-jito-jito-tenno-from-the-series-one-hundred-poems-as-explained-by-the-wet-nurse-hyakunin-isshu-uba-ga-etoki
"A Wet Day on the Boulevard, Paris, 1894, printed c. 1897, Alfred Stieglitz",https://www.artic.edu/artworks/66889/a-wet-day-on-the-boulevard-paris
"Amir Khusrau Dedicates His Poem to Sultan Ala al-Din Khalji, page from  the Quintet (Khamsa) of Amir Khusraw Dehlavi, Delhi Sultanate period (1206-1526) mid–15th century",https://www.artic.edu/artworks/14848/amir-khusrau-dedicates-his-poem-to-sultan-ala-al-din-khalji-page-from-the-quintet-khamsa-of-amir-khusraw-dehlavi
"Bowl with Stylized Peony Spray, Jin dynasty (1115–1234), 12th century",https://www.artic.edu/artworks/21375/bowl-with-stylized-peony-spray
"1992 World’s Fair, Chicago, Illinois: Pespective Rendering of Ferris Wheel, Looking West through Navy Pier Atrium, 1977, Harry Weese",https://www.artic.edu/artworks/97866/1992-world-s-fair-chicago-illinois-pespective-rendering-of-ferris-wheel-looking-west-through-navy-pier-atrium
"Cubic Space Division (Cube Space Filling), 1952, Maurits Cornelis Escher",https://www.artic.edu/artworks/118142/cubic-space-division-cube-space-filling
"Shimohonda-machi, Kanazawa, from the series “Souvenirs of Travel, Second Series (Tabi miyage dai nishu)”, 1921, Kawase Hasui",https://www.artic.edu/artworks/2613/shimohonda-machi-kanazawa-from-the-series-souvenirs-of-travel-second-series-tabi-miyage-dai-nishu
"Skyphos (Wine Cup), About 500/480 BC, Ancient Greek",https://www.artic.edu/artworks/4183/skyphos-wine-cup
"Iris, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu), c. 1814, Katsushika Hokusai",https://www.artic.edu/artworks/33398/iris-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu
"Three-Piece Tea Set with Tray, 1928, Gene Theobald",https://www.artic.edu/artworks/154136/three-piece-tea-set-with-tray
"Backgammon Players, c. 1630, Lucas Emil Vorsterman",https://www.artic.edu/artworks/21398/backgammon-players
"Snow at Kiyomizu Hall, Ueno (Ueno Kiyomizudo no yuki), 1929, Kawase Hasui",https://www.artic.edu/artworks/15903/snow-at-kiyomizu-hall-ueno-ueno-kiyomizudo-no-yuki
"Saint Peter Martyr, c. 1450–60, Unknown artist",https://www.artic.edu/artworks/3675/saint-peter-martyr
"Saint John the Evangelist, n.d., Pascal-Adolphe-Jean Dagnan-Bouveret",https://www.artic.edu/artworks/11709/saint-john-the-evangelist
"Little Lie-A-Bed’s Sad Breakfast, 1900, Carl Olof Larsson",https://www.artic.edu/artworks/31923/little-lie-a-bed-s-sad-breakfast
"Nude, 1978, Lee Friedlander",https://www.artic.edu/artworks/148300/nude
"China Boy, 1980, Nicholas Africano",https://www.artic.edu/artworks/143675/china-boy
"Handkerchief, c. 1876, A. & C. Cramer",https://www.artic.edu/artworks/143683/handkerchief
"Tetradrachm (Coin) Portraying Alexander the Great, 336/323 BC, Ancient Greek",https://www.artic.edu/artworks/9696/tetradrachm-coin-portraying-alexander-the-great
"Iskander Comforts the Dying Darius, 1590",https://www.artic.edu/artworks/131906/iskander-comforts-the-dying-darius
"Browning Model 1935 Semi-Automatic Pistol, c. 1938; decorated 1976, Raymond J. Wielgus",https://www.artic.edu/artworks/69868/browning-model-1935-semi-automatic-pistol
"Head, 1934, Alberto Giacometti",https://www.artic.edu/artworks/87445/head
"Elks, c. 1935, James VanDerZee",https://www.artic.edu/artworks/156000/elks
"Self-Portrait, c. 1885, Berthe Morisot",https://www.artic.edu/artworks/113714/self-portrait
"Holy Family with the Infant St. John, c. 1700, Francesco Trevisani",https://www.artic.edu/artworks/52177/holy-family-with-the-infant-st-john
"Lioness and Cubs, c. 1832, Antoine Louis Barye",https://www.artic.edu/artworks/6201/lioness-and-cubs
"Boat Builder, Wilmington, 1935, Edward Weston",https://www.artic.edu/artworks/20470/boat-builder-wilmington
"Wild Horse, or Frightened Horse Leaving the Water, 1828, Eugène Delacroix",https://www.artic.edu/artworks/74127/wild-horse-or-frightened-horse-leaving-the-water
"Three Boys Walking Down Road, 1956, David Seymour",https://www.artic.edu/artworks/5806/three-boys-walking-down-road
"View of Saleve, near Geneva, 1834, Théodore Rousseau",https://www.artic.edu/artworks/193926/view-of-saleve-near-geneva
"Vase(Maebyong) with Lotus Sprays and Cloud Scrolls, Goryeo dynasty (918–1392), 12th century",https://www.artic.edu/artworks/21967/vase-maebyong-with-lotus-sprays-and-cloud-scrolls
"Bowl on Stand, Qing dynasty (1644–1911)",https://www.artic.edu/artworks/21363/bowl-on-stand
"Royalty No. 2, 1952/54, Louise Nevelson",https://www.artic.edu/artworks/7725/royalty-no-2
"Duvet Studying the Apocalypse, 1555, Jean Duvet",https://www.artic.edu/artworks/4389/duvet-studying-the-apocalypse
"The Kiss on the Sidewalk (Le Baiser du Trottoir), 1950, printed 1979, Robert Doisneau",https://www.artic.edu/artworks/101541/the-kiss-on-the-sidewalk-le-baiser-du-trottoir
"The Circle of the Corrupt Officials; the Devils Tormenting Ciampolo. Inferno, canto XXII, 1827, printed c. 1892, William Blake",https://www.artic.edu/artworks/2328/the-circle-of-the-corrupt-officials-the-devils-tormenting-ciampolo-inferno-canto-xxii
"Five Heads, 1940, Kurt Seligmann",https://www.artic.edu/artworks/63776/five-heads
"The Smugglers’ Cove, 1906, Donald Shaw MacLaughlan",https://www.artic.edu/artworks/11932/the-smugglers-cove
"Forest and Sun, 1956, Max Ernst",https://www.artic.edu/artworks/181223/forest-and-sun
"Cuirassier on Foot Restraining His Rearing Horse, 1817–36, Carle Vernet",https://www.artic.edu/artworks/8662/cuirassier-on-foot-restraining-his-rearing-horse
"Autumnal Still Life, 1917, Giorgio de Chirico",https://www.artic.edu/artworks/51398/autumnal-still-life
"Virgin and Child, 1515/25, Adriaen Isenbrant",https://www.artic.edu/artworks/16305/virgin-and-child
"Madonna, 1700/10, Unknown Italian",https://www.artic.edu/artworks/14768/madonna
"Cuirassier on Foot Restraining His Rearing Horse, 1817–36, Carle Vernet",https://www.artic.edu/artworks/8662/cuirassier-on-foot-restraining-his-rearing-horse
"Clock, 1928/29, Paul Theodore Frankl",https://www.artic.edu/artworks/154490/clock
"Urizen, 1794, William Blake",https://www.artic.edu/artworks/151451/urizen
"Granary (Cang), Eastern Han dynasty (A.D. 25–220)",https://www.artic.edu/artworks/12065/granary-cang
"Figure of a Woman in Ceremonial Dress, A.D. 700/900, Veracruz, Classic",https://www.artic.edu/artworks/110317/figure-of-a-woman-in-ceremonial-dress
"Ovoid Jar with Vertical Ribs and Two-Loop Handles, Northern Song (960–1127) or Jin dynasty (1115–1234), 12th/13th century",https://www.artic.edu/artworks/21531/ovoid-jar-with-vertical-ribs-and-two-loop-handles
"Capriccio: The Lagoon, after 1770, Francesco Guardi",https://www.artic.edu/artworks/20597/capriccio-the-lagoon
"Eagle Expiring, Monument for Waterloo, modeled c. 1900 (cast after 1902), Jean Léon Gérôme",https://www.artic.edu/artworks/117233/eagle-expiring-monument-for-waterloo
"Rushing Red Lodges Passed through the Line, c. 1900, Frederic Remington",https://www.artic.edu/artworks/97894/rushing-red-lodges-passed-through-the-line
"Elements of an Armor for the Joust in the Italian Fashion, c. 1570",https://www.artic.edu/artworks/116362/elements-of-an-armor-for-the-joust-in-the-italian-fashion
"Joan Miró on His House Roof, Montroig, Spain, 1948, printed July 2002, Irving Penn",https://www.artic.edu/artworks/180605/joan-miro-on-his-house-roof-montroig-spain
"Raped, c. 1908, Käthe Kollwitz",https://www.artic.edu/artworks/55312/raped
"Portrait of a Woman Artist, c. 1735, French School",https://www.artic.edu/artworks/61741/portrait-of-a-woman-artist
"The Mill Pond, 1913, Gustave Baumann",https://www.artic.edu/artworks/9328/the-mill-pond
"Fashions, 1996, Charles Ray",https://www.artic.edu/artworks/184098/fashions
"Vessel (Ukhamba), Late 20th century, Magwaza Family",https://www.artic.edu/artworks/180973/vessel-ukhamba
"Campden Hill, London, 1953, Bill Brandt",https://www.artic.edu/artworks/137634/campden-hill-london
"Dragon Head Ladle, Han dynasty (206 B.C.–A.D. 220)",https://www.artic.edu/artworks/12099/dragon-head-ladle
"Drum Bridge and Yuhi Hill at Meguro (Meguro Taikobashi Yuhi-no-oka), from the series “One Hundred Famous Views of Edo (Meisho Edo hyakkei)”, 1857, Utagawa Hiroshige",https://www.artic.edu/artworks/26615/drum-bridge-and-yuhi-hill-at-meguro-meguro-taikobashi-yuhi-no-oka-from-the-series-one-hundred-famous-views-of-edo-meisho-edo-hyakkei
"The Ritual, 1954, Calvin Albert",https://www.artic.edu/artworks/80229/the-ritual
"“Above and Beyond the Call of Duty”, 1943, David Stone Martin",https://www.artic.edu/artworks/193291/above-and-beyond-the-call-of-duty
"Armchair, 1897, Charles Rennie Mackintosh",https://www.artic.edu/artworks/156437/armchair
"God Vishnu with Lakshmi and Sarasvati, Pala period, 10th/11th century",https://www.artic.edu/artworks/52246/god-vishnu-with-lakshmi-and-sarasvati
"Good Reputation Sleeping (La buena fama durmiendo), 1938, Manuel Alvarez-Bravo",https://www.artic.edu/artworks/48919/good-reputation-sleeping-la-buena-fama-durmiendo
"Two Nude Women, February 12, 1946, Pablo Picasso",https://www.artic.edu/artworks/83719/two-nude-women
"Medusa, 1893, Jean Delville",https://www.artic.edu/artworks/203868/medusa
"St. Anthony, 1470–75, Israhel van Meckenem, the younger",https://www.artic.edu/artworks/3771/st-anthony
"Sperlonga, 1959, Cy Twombly",https://www.artic.edu/artworks/73479/sperlonga
"Virgin and Child, 16th century or later, Giovanni Bellini",https://www.artic.edu/artworks/14896/virgin-and-child
"Library Ladder, 1782, William France",https://www.artic.edu/artworks/208143/library-ladder
"Eight Views of the Xiao and Xiang Rivers, Late 17th/early 18th century, Sekkei",https://www.artic.edu/artworks/198906/eight-views-of-the-xiao-and-xiang-rivers
"Bowl with Dragons Chasing Flaming Pearls amid Clouds, Ming dynasty (1368–1644), Jiajing reign mark and period (1522–1566)",https://www.artic.edu/artworks/21238/bowl-with-dragons-chasing-flaming-pearls-amid-clouds
"Head of a Soldier, 1917, Ferdinand Hodler",https://www.artic.edu/artworks/27966/head-of-a-soldier
"Agony in the Garden, c. 1600, Taddeo Zuccaro",https://www.artic.edu/artworks/7041/agony-in-the-garden
"The Palizada River, from Estampas de Yucatán, 1945, published 1946, Alfredo Zalce",https://www.artic.edu/artworks/3464/the-palizada-river-from-estampas-de-yucatan
"Academic Nude, n.d., Alexandre Cabanel",https://www.artic.edu/artworks/81472/academic-nude
"God Vishnu Astride His Mount, Garuda, 17th/18th century",https://www.artic.edu/artworks/104992/god-vishnu-astride-his-mount-garuda
"Jousting Shield (Stecktarge) with the Coat of Arms of the City of Deggendorf, 1450/60",https://www.artic.edu/artworks/112052/jousting-shield-stecktarge-with-the-coat-of-arms-of-the-city-of-deggendorf
"Claude Monet, 1912, Albert André",https://www.artic.edu/artworks/7988/claude-monet
"L’Estaque, 1870/1872, Paul Cézanne",https://www.artic.edu/artworks/113705/l-estaque
"The Actors Onoe Kikugoro I and Sanogawa Ichimatsu I dressed as mendicant monks (komuso), c. 1749, Ishikawa Toyonobu",https://www.artic.edu/artworks/7613/the-actors-onoe-kikugoro-i-and-sanogawa-ichimatsu-i-dressed-as-mendicant-monks-komuso
"Couple with a Pet Mouse, c. 1768/69, Suzuki Harunobu",https://www.artic.edu/artworks/21012/couple-with-a-pet-mouse
"Starving Spirits, 1934, Paul Klee",https://www.artic.edu/artworks/90119/starving-spirits
"Shinagawa, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido), c. 1837/42, Utagawa Hiroshige",https://www.artic.edu/artworks/4280/shinagawa-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
"Morning, Nude Sketch, 1921, George Wesley Bellows",https://www.artic.edu/artworks/3059/morning-nude-sketch
"Wine Container, Western Zhou dynasty ( 1046–771 BC ), late 11th century BC",https://www.artic.edu/artworks/12634/wine-container
"Mountain-Shaped Incense Burner (Boshan Xianglu), Western Han dynasty (206 B.C.–A.D. 9)",https://www.artic.edu/artworks/12069/mountain-shaped-incense-burner-boshan-xianglu
"Wine Container, Western Zhou dynasty ( 1046–771 BC ), late 11th century BC",https://www.artic.edu/artworks/12634/wine-container
"Mountain-Shaped Incense Burner (Boshan Xianglu), Western Han dynasty (206 B.C.–A.D. 9)",https://www.artic.edu/artworks/12069/mountain-shaped-incense-burner-boshan-xianglu
"Ballplayer Figurine, A.D. 800/1400, Veracruz, Classic",https://www.artic.edu/artworks/120513/ballplayer-figurine
"Close-up of Man and Woman kissing, 1950/55, Ralph M. Hattersley",https://www.artic.edu/artworks/14554/close-up-of-man-and-woman-kissing
"Study for How a Devil in Woman’s Likeness Would Have Tempted Sir Bors, 1893, Aubrey Vincent Beardsley",https://www.artic.edu/artworks/41036/study-for-how-a-devil-in-woman-s-likeness-would-have-tempted-sir-bors
"Head of a Woman, 1800/10, Pierre Paul Prud’hon",https://www.artic.edu/artworks/4945/head-of-a-woman
"The Misshapen Polyp Floated on the Shores, a Sort of Smiling and Hideous Cyclops, plate 3 of 8 from “Les Origines”, 1883, Odilon Redon",https://www.artic.edu/artworks/79347/the-misshapen-polyp-floated-on-the-shores-a-sort-of-smiling-and-hideous-cyclops-plate-3-of-8-from-les-origines
"The Execution, 1956, Edward Giobbi",https://www.artic.edu/artworks/5433/the-execution
"“Hilton Head Island, S.C., U.S.A., June 24, 1992,” from Beach Portraits, 1992, Rineke Dijkstra",https://www.artic.edu/artworks/180792/hilton-head-island-s-c-u-s-a-june-24-1992-from-beach-portraits
"Shoe (Single), 1770s",https://www.artic.edu/artworks/2342/shoe-single
"Futagawa, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”, c. 1806, Katsushika Hokusai",https://www.artic.edu/artworks/2973/futagawa-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
"Design for a Carpet or Hanging, 1939, George Lovett Kingsland Morris",https://www.artic.edu/artworks/62298/design-for-a-carpet-or-hanging
"Hite/Hustler Fashion Beaver Hunt, #2, 1982, Robert Heinecken",https://www.artic.edu/artworks/121206/hite-hustler-fashion-beaver-hunt-2
"Nice, 1916, Léopold Survage",https://www.artic.edu/artworks/90440/nice
"Poster for “Studies for a Boy Book by Andy Warhol”, 1956, Andy Warhol",https://www.artic.edu/artworks/149057/poster-for-studies-for-a-boy-book-by-andy-warhol
"A Bundle of Lavender, 1910, Augustus Edwin John",https://www.artic.edu/artworks/59421/a-bundle-of-lavender
"Full Length Portrait of a Man Standing near Balustrade, c. 1737, John Vanderbank",https://www.artic.edu/artworks/3988/full-length-portrait-of-a-man-standing-near-balustrade
"René de Gas, c. 1855, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/87002/rene-de-gas
"Untitled Erotic Image 2/Erection, 1990, Gaylen Gerber",https://www.artic.edu/artworks/191893/untitled-erotic-image-2-erection
"Kente Wrapper, 1901/50, Asante",https://www.artic.edu/artworks/65187/kente-wrapper
"Three Persons Viewing the Gladiator by Candlelight, 1769, William Pether",https://www.artic.edu/artworks/137059/three-persons-viewing-the-gladiator-by-candlelight
"Elizabeth Siddal (Mrs. Dante Gabriel Rossetti), c. 1854, Dante Gabriel Rossetti",https://www.artic.edu/artworks/90806/elizabeth-siddal-mrs-dante-gabriel-rossetti
"The Abduction of Proserpine on a Unicorn, 1516; printed 1540/50, Albrecht Dürer",https://www.artic.edu/artworks/108968/the-abduction-of-proserpine-on-a-unicorn
"Self-Portrait, n.d., Caspar David Friedrich",https://www.artic.edu/artworks/6083/self-portrait
"Bowl, 1800/50, Talavera Poblana",https://www.artic.edu/artworks/10676/bowl
"The Shepherdess Knitting, 1862, Jean François Millet",https://www.artic.edu/artworks/7729/the-shepherdess-knitting
"“A Scene in York” - York Minster from Lop Lane, July 28, 1845, William Henry Fox Talbot",https://www.artic.edu/artworks/27047/a-scene-in-york-york-minster-from-lop-lane
"Tetradrachm (Coin) Portraying Alexander the Great Wearing the Head of the Nemean Lion as a Helmet, 336/323 BC, Ancient Greek",https://www.artic.edu/artworks/199227/tetradrachm-coin-portraying-alexander-the-great-wearing-the-head-of-the-nemean-lion-as-a-helmet
"French Street Scene, 1873/77, Edouard Béliard",https://www.artic.edu/artworks/99654/french-street-scene
"Poupée-basset, 1965, Jean (Hans) Arp",https://www.artic.edu/artworks/53016/poupee-basset
"Hot Fax, 1990, Ed Paschke",https://www.artic.edu/artworks/117581/hot-fax
"United by Music, Ming dynasty (1368–1644), 15th/16th century, Zhou Wenju",https://www.artic.edu/artworks/72380/united-by-music
"Loft Explosion, 1963, John Hultberg",https://www.artic.edu/artworks/19064/loft-explosion
"Tombstone Ornament, Laurel Hill Cemetery, San Francisco, California, c. 1936, Ansel Adams",https://www.artic.edu/artworks/11359/tombstone-ornament-laurel-hill-cemetery-san-francisco-california
"Turkish Cavalier in Combat, c. 1818, Jean Louis André Théodore Géricault",https://www.artic.edu/artworks/129844/turkish-cavalier-in-combat
"La Coquette Fixee, n.d., Jacques Couché",https://www.artic.edu/artworks/30293/la-coquette-fixee
"Shamsa Medallion, 16th/17th century, Islamic",https://www.artic.edu/artworks/187831/shamsa-medallion
"Seated Warrior - Reclining Girl, Cameroon, 1969, printed March 1982, Irving Penn",https://www.artic.edu/artworks/144878/seated-warrior-reclining-girl-cameroon
"One of the Set of the Four Evangelists: John, modeled c. 1580, Alessandro Vittoria",https://www.artic.edu/artworks/79578/one-of-the-set-of-the-four-evangelists-john
"Woman at Her Toilette with a Servant, c. 1900, Suzanne Valadon",https://www.artic.edu/artworks/14844/woman-at-her-toilette-with-a-servant
"Tetradrachm (Coin) Portraying Demetrios I of Macedonia, 289/288 BC, Ancient Greek",https://www.artic.edu/artworks/5726/tetradrachm-coin-portraying-demetrios-i-of-macedonia
"The Stoning of Saint Stephen in a Historiated Initial “A” or “C” from a Gradual, c. 1500, Master of Jacques de Besançon",https://www.artic.edu/artworks/7579/the-stoning-of-saint-stephen-in-a-historiated-initial-a-or-c-from-a-gradual
"Journey to Emmaus, 1549, Unknown artist",https://www.artic.edu/artworks/4382/journey-to-emmaus
"The Calumny of Apelles, 1572, Cornelis Cort",https://www.artic.edu/artworks/131389/the-calumny-of-apelles
"Neckrest, Mid–19th/early 20th century, Yaka",https://www.artic.edu/artworks/88693/neckrest
"Red Coat, 1982, Alex Katz",https://www.artic.edu/artworks/182606/red-coat
"A Mask Sounds the Funeral Knell, plate three from To Edgar Poe, 1882, Odilon Redon",https://www.artic.edu/artworks/79336/a-mask-sounds-the-funeral-knell-plate-three-from-to-edgar-poe
"Part of an Antependium (Depicting The Last Supper), 1300/10",https://www.artic.edu/artworks/62695/part-of-an-antependium-depicting-the-last-supper
"Altarpiece with Twenty-Second Jaina Tirthankara Neminatha Surrounded by Twenty-Three Other Tirthankaras, 1498",https://www.artic.edu/artworks/65870/altarpiece-with-twenty-second-jaina-tirthankara-neminatha-surrounded-by-twenty-three-other-tirthankaras
"Clearing Weather at Awazu (Awazu seiran), from the series “Eight Views of Omi (Omi hakkei)”, 1857, Utagawa Hiroshige",https://www.artic.edu/artworks/18986/clearing-weather-at-awazu-awazu-seiran-from-the-series-eight-views-of-omi-omi-hakkei
"Altarpiece with Twenty-Second Jaina Tirthankara Neminatha Surrounded by Twenty-Three Other Tirthankaras, 1498",https://www.artic.edu/artworks/65870/altarpiece-with-twenty-second-jaina-tirthankara-neminatha-surrounded-by-twenty-three-other-tirthankaras
"Clearing Weather at Awazu (Awazu seiran), from the series “Eight Views of Omi (Omi hakkei)”, 1857, Utagawa Hiroshige",https://www.artic.edu/artworks/18986/clearing-weather-at-awazu-awazu-seiran-from-the-series-eight-views-of-omi-omi-hakkei
"Pyxis (Container for Personal Objects), 580/570 BC, Ampersand Painter",https://www.artic.edu/artworks/40879/pyxis-container-for-personal-objects
"Akashi of the Tamaya, from the series Seven Komachis of Yoshiwara (Seiro nana Komachi) (Tamaya uchi Akashi, Uraji, Shimano), c. 1794/95, Kitagawa Utamaro",https://www.artic.edu/artworks/22078/akashi-of-the-tamaya-from-the-series-seven-komachis-of-yoshiwara-seiro-nana-komachi-tamaya-uchi-akashi-uraji-shimano
"Ginjuro’s Wife Oyumi from the Play “Whirlpools of Awa” (Awa no naruto, Ginjuro nyobo Oyumi), from the series “Bamboo Nodes in Puppet Theater Designs (Ayatsuri moyo take no hitofushi)”, 1806, Kitagawa Utamaro",https://www.artic.edu/artworks/60306/ginjuro-s-wife-oyumi-from-the-play-whirlpools-of-awa-awa-no-naruto-ginjuro-nyobo-oyumi-from-the-series-bamboo-nodes-in-puppet-theater-designs-ayatsuri-moyo-take-no-hitofushi
"The Tea Plantation of Katakura in Suruga Province (Sunshu Katakura chaen no Fuji), from the series “Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)”, c. 1830/33, Katsushika Hokusai",https://www.artic.edu/artworks/86985/the-tea-plantation-of-katakura-in-suruga-province-sunshu-katakura-chaen-no-fuji-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
